"","text","date","topic","sentiment","country","city_ascii","lat","lng"
"1722","@Android No not break  google to Huawei/honor old or upcoming smartphones.... Please solve regarding this issues... Either other companies like apple etc banned in China or market price. Higher.. Immediately solve this problem.","2019/5/25",2,-0.001388111,"","",NA,NA
"1723","I've just posted a new blog: What's Happening? Google pulls Huawei__ Android license. https://t.co/e2oAHUrFxj","2019/5/25",4,0.094280904,"","",NA,NA
"1724","What's Happening? Google pulls Huawei__ Android license. https://t.co/e2oAHUrFxj","2019/5/25",4,0,"","",NA,NA
"1725","@HuaweiMobile why Google banned Android system in Huawei &amp; honor phones?
Big impact like as a Nokia Market fall down.  And honor /huawai customers losses","2019/5/25",2,0.085369795,"","",NA,NA
"1726","Google pulls Huawei__ Android license, forcing it to use the Open Source Version - https://t.co/ZmNkzzVWf7","2019/5/25",4,0,"","",NA,NA
"1727","Google removes Huawei devices from official Android website (Alexander Wong/The Malay Mail | Tech) https://t.co/ERaHyTa9iq","2019/5/25",4,0,"","",NA,NA
"1728","Google pulls Huawei__ Android license, forcing it to use the Open Source Version - https://t.co/9MAVqPIlnK
Following the U.S.A. quelling on Chinese technology firms, Google has discontinued Huawei__ android license, dealing a large blow to the enclosed phone manufacturer.

A... https://t.co/2v74b6QI9N","2019/5/25",4,-0.046291005,"","",NA,NA
"1729","Trump economic warfare took on $100 billion Company Huawei with advanced G5 to bring it down,  50% Business done in China, so European companies with US semiconductors (Automotive Google Android among) should prepare for Sudden attack Alternative homemade","2019/5/25",1,-0.125,"","",NA,NA
"1730","Who Needs Google__ Android? Huawei Trademarks Its Own Smartphone_OS https://t.co/rGZyGeo7hn https://t.co/FA2NGAErUu","2019/5/25",1,0,"","",NA,NA
"1731","Who Needs Google__ Android? Huawei Trademarks Its Own Smartphone_OS https://t.co/zCn8xnVEOU https://t.co/SYVSS1l6gi","2019/5/25",1,0,"","",NA,NA
"1732","Am I the only one thinking there are a bunch of developers out there clapping their hands, upping their game so they can take Google's place top selling brand #Huawei?

#Google might have made a huge mistake here- #JuliaRoberts in #PrettyWoman huge!
 https://t.co/iTAVPFyulU","2019/5/25",2,-0.069045749,"","",NA,NA
"1733","Huawei can no longer use microSD cards in smartphones, removed from SD Association
.
.
.
#Huawei #HuaweiBan #google #Android #PlayStore #microSD #HUAWEIP30 #HuaweiForever #HuaweiFacts #RewriteTheRules #honor #honor20series #honor20pro #TechNews #HUAWEIservice #tech #honorview20 https://t.co/8CUjoiVSBC","2019/5/25",1,0.208514414,"","",NA,NA
"1734","After the ban, Google removes Huawei Mate X, P30 Pro from its Android website

#Huwei https://t.co/B2KeURmtkb","2019/5/25",4,0.245967478,"","",NA,NA
"1735","@damn_barbarian @daivam @Google @Android @Huawei @Xiaomi @oppo @oneplus The trouble started when huawei got into iran secondly its telecom equipements are suspected to be spywares.. plus the one of the founder is ex chinese militairy..","2019/5/25",3,-0.167190906,"","",NA,NA
"1736","@MoPNG_eSeva 
Complete details of petrol pump are as follows :
https://t.co/RcfhsnF8Ri","2019/5/25",2,0,"","",NA,NA
"1737","Huawei maintains that it is not possible for the Chinese government to poison its equipment with backdoors, as Google cuts off their Android license, restricting them to Android Open Source Project (AOSP).

#androidlicense #google #huawei

https://t.co/HISxxMJ5x4","2019/5/25",1,-0.114904852,"","",NA,NA
"1738","Follow the story day by day... https://t.co/XqKge60iv9","2019/5/25",2,0,"","",NA,NA
"1739","@daivam @Google @Android @Huawei @Xiaomi @oppo @oneplus There are some background games being played around implementation of 5G technology ;) ;) Data is the new oil","2019/5/25",3,0.183711731,"","",NA,NA
"1740","Huawei P30 Pro and Mate X removed from Android official website https://t.co/g22uq2JNnA 
#Huawei #P30Pro #Google","2019/5/25",4,0.567366515,"","",NA,NA
"1741","Huawei smartphone and tablet owners are being left in a difficult position following sanctions banning US companies from providing any technologies. Huawei's smartphones run on Google__ Android OS and tablets are based on Microsoft__ Windows 10. https://t.co/kZHq1TheM5","2019/5/25",2,0.021821789,"","",NA,NA
"1742","Huawei trademarks its own OS, as Google plans to cut off Android access https://t.co/Sv5DshxhgY","2019/5/25",1,-0.058925565,"","",NA,NA
"1743","Android Circuit: Samsung's Radical Galaxy Plan, Stunning Pixel 3a Review, Huawei's Android Nightmare via @forbes https://t.co/SVgLiAsPz0","2019/5/25",3,-0.13764944,"","",NA,NA
"1744","@HuaweiFacts I trust huawei, the only one getting impacted is US companies plus we don't need android just starts your own OS Google the only one getting impacted since no one trusting this trash company","2019/5/25",2,0.084599941,"","",NA,NA
"1745","Google&amp;amp;amp;#39;s Android verboden op Huawei-smartphones https://t.co/CaX61C9kRH","2019/5/25",1,0,"","",NA,NA
"1746","@Swamy39 @Sguptaca Huawei Google ban news: What does the Google block mean for Huawei phone owners? 
https://t.co/ixML1qcGd0","2019/5/25",4,-0.1125,"","",NA,NA
"1747","How Google's Huawei license ban could change Android and smartphones forever https://t.co/jgZYSWl3FB via @pcworld","2019/5/25",1,-0.11785113,"","",NA,NA
"1748","What happened to Yahoo is coming to Google ?
Failed US supremacy... https://t.co/Bqu1GDqOb6","2019/5/25",2,-0.048112522,"","",NA,NA
"1749","An interesting read on foldable phones!
https://t.co/l20XkyQlzU
#techtalk by #techwarehouse
#Phone","2019/5/25",3,0.153093109,"","",NA,NA
"1750","Actual Reason of #HuaweiBan by #Google , #America and #China ban #iphone
Click on the link below to know!
#ChinaUS #Huawei #Googleban #ban #android
https://t.co/lHouLTtARL","2019/5/25",2,-0.024407768,"","",NA,NA
"1751","@Siahbella1 Google's OS (Android) is one of the great system, huawei need time to gain momentum with their new OS.For the sake of their market, i suggest they find a way to resolve issues with USA.","2019/5/25",2,0.320578025,"","",NA,NA
"1752","#AndroidNews #Android #Automated | Exclusive: Google suspends some business with Huawei after Trump blacklist https://t.co/8cf4yxeEzM","2019/5/25",2,-0.023570226,"","",NA,NA
"1753","@HiHonorIndia I want to know if I buy your honor 4 band today, will it get your Huawei health app from the Google play store in my Samsung android phone? And also will I get future band and firmware updates too?","2019/5/25",2,0.092847669,"","",NA,NA
"1754","@HuaweiIndia I want to know if I buy your honor 4 band today, will it get your Huawei health app from the Google play store in my Samsung android phone? And also will I get future band and firmware updates too?","2019/5/25",2,0.092847669,"","",NA,NA
"1755","@Coder06266380 @jacklovesummer @Prince_mauricek @Huawei One more thing. Android still exist in China, Android comes from Google, which means that china is not banning google at all.","2019/5/25",2,0.106066017,"","",NA,NA
"1756","How badly will Huawei's smartphone business be affected by Google's response to US placing Huawei on ""Entity"" list? (Huawei loses access to Google proprietary apps and services but is still be able to run the Android Open Source license (AOSP). https://t.co/DoK8h6cuy9","2019/5/25",2,-0.091458812,"","",NA,NA
"1757","@___fiki @UMEHoma @shezAgoD @Kepler_banks @Egbohenry Huawei advancing the Emui interface to an os has been done China removed Google totally from their country so evey android repository does not come with Google apps. Android is free for anyone to create that's why android as an os stands out because even a kid can be a developer","2019/5/25",2,0.088618626,"","",NA,NA
"1758","@Azelphantom That__ all well and good. But the thing is that Huawei is now banned from boing business with the US. So that means no google services. So no more android updates unless they are released to the open Android project.","2019/5/25",2,0.09364649,"","",NA,NA
"1759","Google offers Huawei a brief reprieve by putting its Android suspension on hold https://t.co/LU1Wi8HmnC  @Hamilbug #google","2019/5/25",2,-0.109108945,"","",NA,NA
"1760","Google removes Huawei Mate X and P30 Pro from the official Android website: The Huawei Mate X and P30 Pro are removed from the Android website. https://t.co/DLgE6tjzWQ","2019/5/25",4,0.313785816,"","",NA,NA
"1761","Android Circuit: Samsung's Radical Galaxy Plan, Stunning Pixel 3a Review, Huawei's Android Nightmare https://t.co/ORqNk2wPqY","2019/5/25",3,-0.141421356,"","",NA,NA
"1762","Google remove dispositivos da Huawei de programa Android Enterprise - Smartphone https://t.co/w8BIUhmq8O","2019/5/25",4,-0.0625,"","",NA,NA
"1763","What does the Google block mean for Huawei phone owners? https://t.co/2cG9knnuUo","2019/5/25",2,-0.063245553,"","",NA,NA
"1764","As a Huawei mobile phone user this sounds a little reassuring in the wake of the US Govt pressuring Google to remove play store from Huawei android phones. https://t.co/DRLgptsf79","2019/5/25",2,-0.028347335,"","",NA,NA
"1765","These show that prior to recent escalations, the US campaign against Huawei was already in full swing, and Huawei was getting ready for possible disruptions in business, including the loss of American software partners like Google and its Android OS.","2019/5/25",2,0.055339859,"","",NA,NA
"1766","MANILA, Philippines _ With Google_pulling Huawei__ Android license, the Chinese tech giant has gotten closer to using their own operating system (OS) on their phones.

Before the Google decision, Huawei already made it known it had been crafting its_own OS.","2019/5/25",1,0,"","",NA,NA
"1767","Android Circuit: Samsung's Radical Galaxy Plan, Stunning Pixel 3a Review, Huawei's Android Nightmare via @forbes...
https://t.co/z7SvETO5wr","2019/5/25",3,-0.077459667,"","",NA,NA
"1768","#Huawei App Gallery vs Google App Store. Given that Android is based on Linux which is open source software, the transition to #Hongmeng, Huawei's mobile OS could be smoother &amp; quicker. https://t.co/x0mZN1NPlg","2019/5/25",2,0.068041382,"","",NA,NA
"1769","The Trump administration's ban on selling U.S. tech to Chinese companies could kill Huawei (b/c it will lose access to key suppliers: Google's Android and ARM Chips) 
https://t.co/xkNOna3wpI via @WIRED","2019/5/25",1,-0.266666667,"","",NA,NA
"1770","@Google Give Huawei the Android License Back","2019/5/25",2,0,"","",NA,NA
"1771","Every good inventory come with resistance. https://t.co/QZa8joHTXK","2019/5/25",1,0.051031036,"","",NA,NA
"1772","#Google's Android services Ban Could Backfire on US #Tech, what's your Take? #YourOpinion.

#Hongmeng is #Huawei's #Android replacement.

#MarketingMaverick https://t.co/1aphY2Wjqo","2019/5/25",2,-0.036084392,"","",NA,NA
"1773","@CryptoBacon @btcfork @CobraBitcoin @slush_pool @ToneVays @rogerkver You know you can just Google that if you're not sure __ https://t.co/0Y6lfIjQSN","2019/5/25",3,0.016681153,"","",NA,NA
"1774","Just as Google is about to block Huawei from accessing android updates, it's possible that other Chinese smartphone manufacturers may be unable to access Google's services.

Maps, Photos, Chrome , Playstore, etc may be unable to work on them.","2019/5/25",2,-0.14885117,"","",NA,NA
"1775","Google Suspends Android Support After Huawei Is Blacklisted by US Government - https://t.co/bp6mmgG3JC","2019/5/25",2,0,"","",NA,NA
"1776","LATEST: Google Suspends Android Support After Huawei Is Blacklisted by US Government _ Fstoppers https://t.co/rPeqnFnikB","2019/5/25",2,0,"","",NA,NA
"1777","@Huawei @Google should treat all brands equally.
Therefore, Google should reject these decisions.
Today Huawei, maybe tomorrow Samsung, LG etc.
This is unacceptable and should never be accepted.
Google is an independent company and must act accordingly.
@Android 
@Huawei 
@HuaweiMobile https://t.co/Jl9KY0erqe","2019/5/25",4,-0.090680326,"","",NA,NA
"1778","@_rahulsharma786 @Huawei https://t.co/F16ABft1oY

The actual capability of chiness manufacturing company.","2019/5/25",2,0.25819889,"","",NA,NA
"1779","Google has more control over Android than we realize, and right now, companies like Huawei have no other choice but to accept that (GOOG, GOOGL) https://t.co/xQCpPvaeNx https://t.co/HsOL6mN9D7","2019/5/25",4,-0.245246862,"","",NA,NA
"1780","This week__ top stories: Huawei cut off from US tech, Pixel vs __hone X_, more
https://t.co/Mzp2kxxSzD #Android https://t.co/cS0BAuyb0s","2019/5/25",3,0.144337567,"","",NA,NA
"1781","Who Needs Google__ Android? Huawei Trademarks Its Own Smartphone_OS https://t.co/UGD9cM5H10","2019/5/25",4,0,"","",NA,NA
"1782","Forget the headlines, it's not about Huawei. There is no coming back from the Huawei, Google, Android saga. https://t.co/TKYNB4hjDv","2019/5/25",3,-0.062994079,"","",NA,NA
"1783","Forget the headlines, it's not about Huawei. There is no coming back from the #Huawei, #Google, #Android saga. https://t.co/MJdb1q7cd0","2019/5/25",2,-0.062994079,"","",NA,NA
"1784","Google removes Huawei P30 Pro and Mate X from Android official_website https://t.co/CXw7cEVneR https://t.co/tTiEgnZeHr","2019/5/25",4,0.349148624,"","",NA,NA
"1785","@liloumultipass2 @JohnnTito @AgnesCerighelli @Julia_Boyer @SOShomophobie @lerefuge @stop_homophobie https://t.co/zihdEOVF9l c'est en cours","2019/5/25",4,-0.09701425,"","",NA,NA
"1786","@TechOfGospel @realDonaldTrump One of the Google phones from Huawei from a couple of years ago. It's really the best phone I've had. But I wish we had more than just the narrow options offered by monopolies: esp. an open-source cellphone OS. I'd chuck Google, Android, iOS, etc., in a second. Alas, I'm stuck...","2019/5/25",1,-0.291962803,"","",NA,NA
"1787","After #Brexit this is what america does to it's trading partners....no free market when your country is falling apart. https://t.co/U3pEa6ctYg","2019/5/25",1,-0.138888889,"","",NA,NA
"1788","Google eliminates Huawei P30 Pro and Mate X from the official Android_site https://t.co/KB5WUJNCcm","2019/5/25",2,0.377123617,"","",NA,NA
"1789","Trumpnomics: If you can't beat them, ban them.

Huawei has been cut off from American technology. Google has suspended Huawei__ Android license. The Chinese giant has been accused of being a Trojan Horse for Chinese spies. https://t.co/DSUMg6xgqx","2019/5/25",1,-0.12167786,"","",NA,NA
"1790","Where were conservatives when economic liberty was lost? We already have socialism and it has nothing to do with the Green New Deal. Who made Trump king, to decide on Google's customers? Google is a private company and he is not Congress. https://t.co/qSYjV1tCyL","2019/5/25",1,0.018866428,"","",NA,NA
"1791","@Huawei All these Chinese think they are smart...u ban Google and WhatsApp (America's technology) but still use Android n windows....U tryna outsmart ur master!!!","2019/5/25",1,0.221409472,"","",NA,NA
"1792","So we are going to have following upgrades in 2019-2020
1. New Mobile Operating System 
2. New Processor Chips (No ARM Aid)
3. New 5G Technology
4. New Portable Micro Storage Technology for Smartphones

Best wishes #Huawei

#HuaweiOS #USA #China #Android #Microsd #Google #Trump https://t.co/q2elphos9C","2019/5/25",1,0.265594891,"","",NA,NA
"1793","Google pulls Huawei__ #Android license. A dramatic escalation in the US-#China trade war.
Following the US #crackdown on Chinese technology companies, #Google has cut off #Huawei__ Android license, dealing a huge blow to the besieged phonemaker. The Verge https://t.co/ktaYASxr11 https://t.co/XOLkI4KHMn","2019/5/25",1,-0.087018552,"","",NA,NA
"1794","Abt Google suspending business with Huawei and HW said they are prepared for that and are already building their own OS. 

Its about time a non-US company build an OS for mobile. Android and iOS are having it too good. The time has come.","2019/5/25",2,-0.136827133,"","",NA,NA
"1795","@urr_gem Yes  US has impose ban on Huawei, and they can't use Android/Google apps on their new devices, but existing devices/customers they can use them.","2019/5/25",2,-0.094491118,"","",NA,NA
"1796","CNET: Huawei could survive without Android, but it wouldn't be pretty.
https://t.co/upLJqFa4h1","2019/5/25",1,-0.133795659,"","",NA,NA
"1797","@UMEHoma Hasn't the trade embargo already affecting even the Chinese phone brands? Android, which Huawei runs on is developed by google which is an American company. The enbargo will forbid google selling integral chipsets and other required softwares to Chinese coys. Let's keep watching","2019/5/25",1,0.048052569,"","",NA,NA
"1798","Huawei Removed From SD Association and Wi-Fi Alliance, Google Removes Its Phones From Android Enterprise Device List https://t.co/tYZ5rWpi50","2019/5/25",4,0,"","",NA,NA
"1799","Why ARM Cutting Ties With Huawei Is Bigger Than Losing Google Support | Android Headlines https://t.co/l6hB1EI2z8","2019/5/25",2,-0.054554473,"","",NA,NA
"1800","@Huawei seems relatively nonplussed as they intend to launch their Android alternative OS HONGMENG this coming fall if its current issues with Google and Microsoft doesn't solve. The OS will support all Android Apps.@HuaweiFacts #kot #Huawei https://t.co/Y7NbLnLiFF","2019/5/25",1,-0.142334124,"","",NA,NA
"1801","This America-China Cyber Security Cold War is very funny,
America: No American company should trade with a China (Huawei looses Android OS from Google)
China: No sale of iPhones in China__
iPhones are gonna be assembled in a country where it__ illegal to purchase them____.. LMAO","2019/5/25",1,0.010320937,"","",NA,NA
"1802","Huawei__ Android License Has been Suspended By Google._ https://t.co/NCvGRNQIpy","2019/5/25",2,-0.173205081,"","",NA,NA
"1803","Just a matter of time 
https://t.co/OH7Gvzk3f8","2019/5/25",3,0,"","",NA,NA
"1804","Anyone who wants a great  camera phone
Now is the time
Don't listen to the crap from Apple lovers
A second hand phone won't be affected by Trump https://t.co/r8w8H5n5eK","2019/5/25",2,-0.066666667,"","",NA,NA
"1805","Huawei trademarks its own OS, as Google plans to cut off Android access https://t.co/RZzk4p03HF","2019/5/25",1,-0.057353933,"","",NA,NA
"1806","Android Circuit: Samsung's Radical Galaxy Plan, Stunning Pixel 3a Review, Huawei's Android Nightmare via @forbestech https://t.co/p3Pgznv3xd","2019/5/25",3,-0.130930734,"","",NA,NA
"1807","@SCMPNews Trump won't kill off Huawei.  Baiting China on issues of national pride is very foolish.  The govt will now spend whatever it takes for Huawei to develop an alternative to Android.  They have the capability to make something better.  That would be goodnight Google.","2019/5/25",1,-0.040684247,"","",NA,NA
"1808","Google has confirmed that it will no longer supply software and services to Huawei. What does this mean in reality for current and future users? _ #Huawei #Google @Forbes https://t.co/IcWiSWrdEa","2019/5/25",2,0.04454354,"","",NA,NA
"1809","Huawei Evacuated From SD Affiliation and Wi-Fi Union, Google Expels Its Phones From Android Undertaking Gadget List https://t.co/THfiAm7bYh","2019/5/25",4,-0.125108648,"","",NA,NA
"1810","@Huawei will not use stoke android but it seems they have been working on a backup OS since 2012. It__ like they have been bracing themselves for something like this for a while. They figured their reliance on Google and Google services as a bad thing. #huawei #HuaweiFacts #KOT https://t.co/GidwMRbbFP","2019/5/25",2,0.019773483,"","",NA,NA
"1811","Huawei could survive without Android, but it wouldn't be pretty     - CNET https://t.co/b7EtEzVEah","2019/5/25",1,-0.221875,"","",NA,NA
"1812","Oh dear... Google severed Huawei's access to key Android apps and services https://t.co/UM0TweDOst https://t.co/RUVwk4bpWd","2019/5/25",2,0.176776695,"","",NA,NA
"1813","@ChukzyMccollins @im_amuliciouz Android is open-source. AOSP (Android Open-Source Project"") can be used as the base of the phone OS. What is banned is Google Mobile  Service (Google Map, YouTube etc.). So no influence on Chinese HUAWEI users but big influence on the rest.","2019/5/25",2,-0.036375479,"","",NA,NA
"1814","The Honor20 Series has launched and it is what OnePlus Could have been!!!_
_
#Honor #Honor20 #Huawei #Android #Google _
_
The Honor20 series is all worthy of a flagship device, with a Kirin980 7nm(nanometer)_ https://t.co/rptoQDnvcK","2019/5/25",2,0.715135595,"","",NA,NA
"1815","BBC News - Huawei's use of Android restricted by Google https://t.co/4cQ1o0H319","2019/5/25",1,-0.129099445,"","",NA,NA
"1816","Google offers Huawei a brief reprieve by putting its Android suspension on hold https://t.co/8Gp1xwI8m6","2019/5/25",2,-0.114707867,"","",NA,NA
"1817","Huawei OS, however, only has a chance to catch on in China, where Google doesn__ have a presence &amp; where Huawei could easily make an Android of its own. Convincing smartphone users in Western markets to ditch a phone with Google__ Android, will be an uphill battle.","2019/5/25",2,0.088921903,"","",NA,NA
"1818","That operating system is based on Android, and it__ supposed to run both on smartphones and tablets. But, make no mistake, Huawei needs Google__ version of Android and Microsoft__ Windows 10, no matter what.","2019/5/25",2,0.09375,"","",NA,NA
"1819","#Huawei needs #Google__ #Android and #Microsoft__ #Windows 10 like fish need water https://t.co/iqGph6QOWO","2019/5/25",1,0.125,"","",NA,NA
"1820","A Wall Street firm figured out how much money #Google will sacrifice by cutting off #Huawei (GOOG, GOOGL)
#Tech #Business #China #telecom #Trump #Teleco #Technology #Android  https://t.co/AYDrP6jAU4","2019/5/25",1,0.193973726,"","",NA,NA
"1821","Huawei needs Google__ Android and Microsoft__ Windows 10 like fish need water

The import ban the Trump administration imposed on Huawei a few days ago was the next logical step in the trade war against China. While some people may have foreseen it, given the ZTE practice ru_","2019/5/25",1,-0.018328856,"","",NA,NA
"1822","Google Android huawei
Love triangle ______

#Huawei 
#Andriod
#Google https://t.co/xyEfe9WqUZ","2019/5/25",2,0.208012574,"","",NA,NA
"1823","Answer to Was Google right to restrict Huawei's access to the Android operating system? Will this cause the collapse of Huawei? by @glynmaclean https://t.co/g4bjIIU7jQ","2019/5/25",1,-0.090036764,"","",NA,NA
"1824","#Android Circuit: Radical Samsung Galaxy Plan, Stunning Pixel 3a Review, Huawei's #Android Nightmare https://t.co/P98JyfxBmi https://t.co/faL4f5s2sP","2019/5/25",3,-0.12,"","",NA,NA
"1825","Huawei built its own operating system in case US tensions disrupt use of Google__ Android https://t.co/3ZHcEDtDcu","2019/5/25",1,-0.183532587,"","",NA,NA
"1826","#China__ #Huawei has issued its first response following the powerful blow it received by withdrawing its own Android operating license from Google, which comes in response to #US government demands.
______
follow us to know details :
 https://t.co/KOAYhTqXam

#Ramadan https://t.co/BrdQD2RRsn","2019/5/25",1,0.004564355,"","",NA,NA
"1827","__ Google pulls Huawei__ Android license - https://t.co/duJbuOPvYv","2019/5/25",2,0,"","",NA,NA
"1828","lol can you imagine if you__e Apple and Chinese people boycott you because your nemesis Google stopped supplying Android to Huawei? Boycott Android la really smlj?!","2019/5/25",3,-0.396895868,"","",NA,NA
"1829","Forget the headlines, it's not about #Huawei. There is no coming back from the Huawei, #Google, #Android saga. https://t.co/F9TZAwAUPi","2019/5/25",4,-0.062994079,"","",NA,NA
"1830","Commentary: Huawei could still make phones without Google's help -- in theory.
https://t.co/5lytDVIuoP","2019/5/25",2,0,"","",NA,NA
"1831","@RaddPupper Click this link and see this name  https://t.co/GycQOvLzwK  jk I want to name him vale","2019/5/25",1,0,"","",NA,NA
"1832","Forget the headlines, it's not about Huawei. There is no coming back from the Huawei, Google, Android saga. https://t.co/eJsAE59kq8","2019/5/25",3,-0.062994079,"","",NA,NA
"1833","Google has pulled Huawei__ Android licence. Now_what? https://t.co/4eHWiJxZC1 https://t.co/A5OTTemA0F","2019/5/25",1,0,"","",NA,NA
"1834","I've just posted a new blog: Huawei Evacuated From SD Affiliation and Wi-Fi Union, Google Expels Its Phones From Android Undertaking Gadget List https://t.co/THfiAm7bYh 

Following the US boycott, Huawei is presently incidentally limited or expelled from a few first class world_","2019/5/25",4,-0.250651325,"","",NA,NA
"1835","HUAWEI HAS JUST THREE MONTHS OF ANDROID UPDATES BEFORE GOOGLE LOCK-OUT, US WARNS

https://t.co/geTFiKcQIj","2019/5/25",2,-0.058925565,"","",NA,NA
"1836","Huawei Google ban: What does the US-China dispute mean for your Android phone? https://t.co/P3Bnx9slg7 :Auto pickup by wikyou","2019/5/25",2,-0.167038276,"","",NA,NA
"1837","[Update 8: Removed from Android Enterprise Recommended] Google has revoked Huawei__ Android license https://t.co/4BZAQ5Pyew via @xdadevelopers","2019/5/25",4,0.114707867,"","",NA,NA
"1838","Just to say that the @BingleyGallery will be #open throughout the @SaltaireArt trail just 10 minutes away by #bus or #train in #bingley 
https://t.co/tHRhgiMNYA https://t.co/LkF78itKaA","2019/5/25",3,0,"","",NA,NA
"1839","I just published Huawei flagships without Google or Android? This is everything you  need to know https://t.co/IfhwnBqviR","2019/5/25",2,0,"","",NA,NA
"1840","@VarunJilla @EconomicTimes Huawei's OS is ready #Hongmeng. Though it wont be easy to make customers switch from Android.
https://t.co/o3j9Mt9UUd","2019/5/25",2,0.020387501,"","",NA,NA
"1841","What does the #Google block mean for #Huawei phone owners? https://t.co/wCSZiySqKB","2019/5/25",2,-0.063245553,"","",NA,NA
"1842","#huawei is big enough (and enjoys #china regime's backing and funding) to fork #aosp or adopt some existing fork of it. Then, it can compete with #android itself in the long run. A daunting vision for #google no doubt....","2019/5/25",2,0.144437849,"","",NA,NA
"1843","Urgh. Guess I won't be trading in my P20 Pro after all then, not for that crappy price. Cheers for that Trump. https://t.co/fsNfcWkCUB #Huawei #PriceCrash #Android","2019/5/25",4,0.233767813,"","",NA,NA
"1844","Random Dumber Generator: How Hard Is It For Huawei To Fork Android Without Google? ... https://t.co/T858JcVW4U","2019/5/25",2,-0.093541435,"","",NA,NA
"1845","@c_scottbrown I am still not clear on what happens to old #huawei phones say Mate10pro which is 2 years old https://t.co/bItwdCnSXX Android will be replaced with new OS or just the updates will stop?Can you please reply?Thanks","2019/5/25",2,0.479436942,"","",NA,NA
"1846","Google cancels Huawei__ Android license after Trump blacklist https://t.co/slYPa0IF3b","2019/5/25",2,-0.240535118,"","",NA,NA
"1847","What does the USA ____ Blacklist meaning for Huawei?Huawei, can not do Business with Google (No Android), Intel (No i-series Chips), Microsoft (No Windows). How can they survive without these? Why? All USA ____ companies must comply with the blacklist mandate __ https://t.co/46KyLa2UAK","2019/5/25",2,0.081649658,"","",NA,NA
"1848","Forget the headlines, it's not about Huawei. There is no coming back from the Huawei, Google, Android saga. https://t.co/MYZBlxyYF4","2019/5/25",3,-0.062994079,"","",NA,NA
"1849","The most complete analysis Huawei about Android open-sourceness I read: https://t.co/crHmVJ00Ph by @xdadevelopers","2019/5/25",1,0,"","",NA,NA
"1850","@Huawei_Europe We still love you Huawei _¤ï__¤ï_ with pics like this, how could you not? F*CK @Android f.u @Google https://t.co/teWxZHm4ew","2019/5/25",4,0.161374306,"","",NA,NA
"1851","Google Suspends Android Support After Huawei Is Blacklisted by US Government - Fstoppers Upgrade to new smartphone with https://t.co/TsIcG8o0xb","2019/5/25",2,0.166811531,"","",NA,NA
"1852","Google removes Huawei devices from official Android website https://t.co/bZ0AohqE2R","2019/5/25",4,0,"","",NA,NA
"1853","Google removes Huawei devices from official Android website https://t.co/ovCvet9ZQM","2019/5/25",4,0,"","",NA,NA
"1854","For the African tech ecosystem, imho only, the US ban on Android and other Google services for Huawei brand hardware, is probably a timely intervention. It may look challengingly disruptive in the beginning, and PR will certainly convince you so, but in the long run, its freedom.","2019/5/25",1,0.062590412,"","",NA,NA
"1855","@Android Will existing huawei phones can still have access to Google services apps after the 90 day temporary license cease on August?","2019/5/25",2,0,"","",NA,NA
"1856","Huawei needs Google__ Android and Microsoft__ Windows 10 like fish need water _ BGR https://t.co/7yhLN0cMU9","2019/5/25",1,0.121267813,"","",NA,NA
"1857","@Siahbella1 @sendorojs You want to tell me Huawei is bigger that Google? That why I said China has very cheap technology like that of drones,modems,router etc, What about AI revolution by Google? Driverless car, Android AI software libraries, NASA space etc.","2019/5/25",2,-0.015634719,"","",NA,NA
"1858","The Huawei Disaster Reveals Google__ Iron Grip on_Android https://t.co/I3fj6q9pfD","2019/5/25",4,-0.25,"","",NA,NA
"1859","Huawei Removed From SD Association and Wi-Fi Alliance, Google Removes Its Phones From Android Enterprises Device List https://t.co/vkiprX6s7j","2019/5/25",4,0,"","",NA,NA
"1860","Huawei Removed From SD Association and Wi-Fi Alliance, Google Removes Its Phones From Android Enterprises Device List https://t.co/NZgdLjIS6W","2019/5/25",4,0,"","",NA,NA
"1861","@kinsellawarren Have they not noticed that Google / Android is putting limits on Huawei ? Sure go ahead and buy the phone if you wants a limited version of Android","2019/5/25",2,0.054409855,"","",NA,NA
"1862","@kinsellawarren Have they not noticed that Google / Android is putting limits on Huawei ? Sure go ahead and buy the phone if you wants a limited version of Android","2019/5/25",2,0.054409855,"","",NA,NA
"1863","It will take a massive effort for #Huawei  to come back frm this since Google Android, play store &amp; all the apps people use r almost ALL US apps &amp; they can't do business with them any more so making a new version of their OS &amp; the getting people to like it is an uphill task (2/N)","2019/5/25",2,0.011817579,"","",NA,NA
"1864","What does the Google block mean for Huawei phone owners? https://t.co/n3xBkld03K","2019/5/25",2,-0.063245553,"","",NA,NA
"1865","Huawei needs Google__ Android and Microsoft__ Windows 10 like fish need water - BGR https://t.co/khQ26YYYle","2019/5/25",1,0.121267813,"","",NA,NA
"1866","Huawei needs Google__ Android and Microsoft__ Windows 10 like fish need water - BGR https://t.co/khQ26YYYle","2019/5/25",1,0.121267813,"","",NA,NA
"1867","Android Support for __uawei_ Terminated by Google https://t.co/jYk0pqP4vi","2019/5/25",2,0.138675049,"","",NA,NA
