,id,title,original_title,homepage,original_language,overview,tagline,popularity,release_date,runtime,status,vote_count,vote_average,budget,revenue
1751,9583,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,,en,"A mother and daughter dispute is resolved by the ""Yaya sisterhood"" - long time friends of the mother.",The Secret Is Out.,5.576937,2002/6/7,116,Released,65,5.6,27000000,0
1755,63574,Joyful Noise,Joyful Noise,http://www.joyfulnoisethemovie.com,en,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",Dream a whole lot louder,5.753705,2012/1/13,117,Released,33,6.7,0,0
1763,12783,The Duchess,The Duchess,http://www.theduchessmovie.com/,en,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",Based on the incredible true story.,18.591657,2008/9/5,110,Released,396,6.7,0,0
1768,5126,Martian Child,Martian Child,,en,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.","doesn't matter where you come from, as long as you find where you belong!",5.737161,2007/11/2,106,Released,79,6.8,0,0
1775,41488,The Statement,The Statement,,en,"The film is set in France in the 1990s, the French were defeated by the Germans early in World War II, an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the 'cleansing' of Jews from France. The Vichy government formed a police force called the Milice, who worked with the Germans...","At the end of World War II, many of those involved in war crimes were prosecuted. Some got away. Until now.",2.653988,2003/12/12,120,Released,23,5.9,0,0
1776,37028,The Magic Flute,The Magic Flute,http://www.magicflutefilm.com/,en,"During World War I, in an unnamed country, a soldier named Tamino is sent by the Queen of the Night to rescue her daughter Pamina from the clutches of the supposedly evil Sarastro. But all is not as it seems.",,0.548435,2006/9/7,133,Released,6,6.9,0,0
1793,1901,In Good Company,In Good Company,,en,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.","He's rich, young and handsome. He's in love with you and he's your dad's boss.",15.376391,2004/12/29,109,Released,194,5.9,0,0
1795,11509,Silverado,Silverado,,en,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",Four strangers become friends. Four friends become heros. On the road to...,10.981038,1985/7/10,127,Released,146,7.1,26000000,0
1803,31640,Blood and Wine,Blood and Wine,,en,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",There is no honour amongst thieves.,1.492056,1996/10/3,101,Released,34,5.5,26000000,0
1804,9092,Snow White: A Tale of Terror,Snow White: A Tale of Terror,,en,"Based somewhat more authentically on the Grimm Brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). It takes place at the time of the Crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another.",The fairy tale is over.,4.810621,1997/7/18,100,Released,62,6,26000000,0
1805,2779,The Curse of the Jade Scorpion,The Curse of the Jade Scorpion,,en,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",Love stings,9.317265,2001/8/5,103,Released,165,6.5,0,0
1806,316002,Accidental Love,Accidental Love,,en,"A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?",Sometimes you nail love. Sometimes it nails you.,5.644844,2015/2/10,100,Released,95,3.9,26000000,0
1822,208763,Forbidden Kingdom,Viy,,ru,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",The truth is in you,7.182761,2014/1/30,127,Released,71,4.9,26000000,0
1824,254024,The Face of an Angel,The Face of an Angel,,en,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,"Forget the truth, find the story.",7.336256,2014/9/6,100,Released,64,4.7,0,0
1843,175555,A Madea Christmas,A Madea Christmas,http://www.amadeachristmasmovie.com,en,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,This Little Fool Thinks She's Getting A Damn Pony,5.377155,2013/12/13,100,Released,35,7,0,0
1851,11676,Nothing to Lose,Nothing to Lose,,en,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.","When the odds are against you, sometimes the only bet is yourself.",8.618208,1997/7/18,97,Released,174,6.3,25000000,0
1854,9416,Money Talks,Money Talks,,en,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",This ain't no buddy movie.,7.615653,1997/8/22,97,Released,87,5.9,0,0
1856,14317,The Wild Thornberrys Movie,The Wild Thornberrys Movie,,en,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",You don't need extraordinary powers to do extraordinary things.,5.784661,2002/12/20,85,Released,44,5.8,35000000,0
1857,20694,Rugrats Go Wild,Rugrats Go Wild,,en,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",The Family Vacation Goes Overboard,8.255708,2003/6/13,84,Released,61,5.6,0,0
1865,10735,What a Girl Wants,What a Girl Wants,,en,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",Trying to fit in. Born to stand out.,7.057765,2003/3/27,105,Released,368,5.8,0,0
1880,21724,Dance Flick,Dance Flick,,en,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",,7.326034,2009/5/22,83,Released,71,4.7,0,0
1897,10167,Half Past Dead,Half Past Dead,,en,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,,6.337063,2002/11/15,98,Released,82,4.6,13000000,0
1898,18147,Unaccompanied Minors,Unaccompanied Minors,,en,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,"No plane, no parents, no problem!",10.006282,2006/12/8,90,Released,66,5.4,26000000,0
1899,17170,"Bright Lights, Big City","Bright Lights, Big City",,en,"A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",,2.753501,1988/4/1,107,Released,28,4.7,0,0
1900,18975,The Adventures of Pinocchio,The Adventures of Pinocchio,,en,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",A new angle on the classic tale... And that's no lie!,6.718497,1996/7/26,90,Released,54,5,0,0
1903,11152,The Ruins,The Ruins,,en,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",Terror has evolved.,13.715715,2008/4/2,91,Released,265,5.6,8000000,0
1908,12770,Stealing Harvard,Stealing Harvard,,en,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment �?but Duff's hare-brained schemes spin quickly out of control.",Their intentions were honorable. Their methods were criminal.,7.321181,2002/9/13,85,Released,46,4.4,0,0
1914,11954,Lifeforce,Lifeforce,,en,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,"In the blink of an eye, the terror begins.",12.18362,1985/6/20,116,Released,135,6.2,25000000,0
1919,133698,Fly Me to the Moon,Un Plan parfait,,fr,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.",,11.60921,2012/10/29,104,Released,194,5.6,0,0
1930,21338,Stone Cold,Stone Cold,,en,"Joe Huff (Brian Bosworth) is a tough, loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.",A cop who enforces his own brand of justice.,3.623002,1991/5/17,92,Released,34,5.7,0,0
1933,19803,Underclassman,Underclassman,,en,A young detective goes undercover at an elite private school to destroy an international stolen car ring.,,2.083856,2005/9/2,95,Released,28,5.5,0,0
1934,20309,Say It Isn't So,Say It Isn't So,,en,"Boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man.",,2.909346,2001/3/12,95,Released,47,4.8,25000000,0
1935,9912,The World's Fastest Indian,The World's Fastest Indian,,en,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",,8.450513,2005/10/12,127,Released,166,7.3,25000000,0
1937,27360,King's Ransom,King's Ransom,,en,"Hoping to foil his own gold-digging wife's plan, a loathsome businessman arranges his own kidnapping, only to realize that there are plenty of other people interested in his wealth as well.",,5.079017,2005/4/22,95,Released,14,5.1,0,0
1941,9729,Where the Truth Lies,Where the Truth Lies,,en,An ambitious reporter probes the reasons behind the sudden split of a 1950s comedy team.,,4.051221,2005/10/7,107,Released,66,5.9,25000000,0
1947,49953,A Turtle's Tale: Sammy's Adventures,Sammy's avonturen: De geheime doorgang,,en,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message.",He's Turtly Amazing,15.805449,2010/8/3,88,Released,151,5.6,0,0
1949,39845,Love Ranch,Love Ranch,,en,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,When It Comes To Love... Everyone Pays A Price.,5.000126,2010/6/30,117,Released,21,6,0,0
1950,25353,The True Story of Puss 'n Boots,La véritable histoire du Chat Botté,,fr,"A free adaptation of Charles Perrault's famous Puss'n Boots, ""The True Story of Puss'n Boots"" is a story for young and old for the first time on cinema screens.",,1.684948,2009/4/1,82,Released,7,3.8,0,0
1953,38543,Ironclad,Ironclad,,en,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",Heavy metal goes medieval.,12.31708,2011/3/3,121,Released,227,6.2,25000000,0
1956,242166,Red Sky,Red Sky,,en,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.",Go Rogue,3.344158,2014/3/12,100,Released,26,4.1,25000000,0
1971,10480,Nurse Betty,Nurse Betty,,en,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.",She's chasing a dream... they're chasing her.,3.572339,2000/9/8,108,Released,111,5.9,24000000,0
1973,18828,Double Take,Double Take,,en,"The governor of a Mexican state is assassinated. Soon after, junior executive Daryl Chase's life turns upside down: after he flags a huge transfer of funds from a Mexican account as probably illegal, he's attacked in his apartment, rescued by a CIA agent, finds his secretary shot dead, and witnesses two cops get killed. He calls the CIA guy who tells him to grab the next train to Mexico. Leaving M",One big shot. One big mouth. The switch is on.,1.903405,2001/1/12,88,Released,24,5.5,0,0
1974,3558,"Girl, Interrupted","Girl, Interrupted",,en,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","The crazy thing is, you're not crazy.",10.713521,1999/12/21,127,Released,721,7.6,40000000,0
1982,6478,Beyond the Sea,Beyond the Sea,,en,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy.","In the era of cool, Bobby Darin was the soundtrack.",6.138213,2004/12/17,118,Released,55,6.5,23000000,0
1985,45881,The Bridge of San Luis Rey,The Bridge of San Luis Rey,http://www.thebridgeofsanluisreymovie.com/,en,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928.",,0.515677,2004/1/1,120,Released,15,5.4,0,0
1996,12658,Someone Like You...,Someone Like You...,,en,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",The story about the one that got away and the one she never saw coming.,7.901891,2001/3/30,97,Released,118,6,23000000,0
2001,19150,The Crew,The Crew,,en,Four retired mobsters plan one last crime to save their retirement home.,,2.634119,2000/8/21,88,Released,11,6.4,0,0
2004,9819,Marvin's Room,Marvin's Room,,en,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,A story about the years that keep us apart... And the moments that bring us together.,6.130231,1996/12/18,98,Released,124,6.6,0,0
2005,13579,The Longshots,The Longshots,,en,"The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history.",,4.030724,2008/8/22,94,Released,11,6.5,0,0
2009,11156,Coco Before Chanel,Coco avant Chanel,http://www.cocoavantchanel.fr,fr,"2009 biopic about the early life of Coco Chanel. Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar both. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.",Before she was France's famous mademoiselle...,8.426589,2009/4/22,110,Released,246,6.6,0,0
2010,354110,Forsaken,Forsaken,,en,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.",,11.071522,2015/9/16,90,Released,101,5.8,11000000,0
2032,10445,Shadowlands,Shadowlands,,en,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham",,5.609755,1993/12/25,131,Released,61,6.8,22000000,0
2038,10279,Summer of Sam,Summer of Sam,,en,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another.",No one is safe from son of sam,3.70789,1999/7/2,142,Released,112,6.3,0,0
2042,19366,Josie and the Pussycats,Josie and the Pussycats,,en,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.","They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",6.404571,2001/4/6,98,Released,72,5.3,22000000,0
2045,1599,I Heart Huckabees,I Heart Huckabees,,en,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",An existential comedy,14.925633,2004/9/10,106,Released,239,6.2,22000000,0
2047,30379,Megiddo: The Omega Code 2,Megiddo: The Omega Code 2,,en,Stone (the Antichrist) becomes President of the European Union and uses his seat of power to dissolve the United Nations and create a one world government called the World Union.,"In The Beginning, The End Had A Name.",0.809588,2001/9/7,104,Released,8,3.6,0,0
2048,42586,Darling Lili,Darling Lili,,en,"Set in Paris during World War I. Lili Smith/Schmidt is a German spy being requested to go under cover to help Germany during the war, to try and find out their plans. Her ""uncle"" wishes her to fulfill the operation, whereas one of his colleagues believed she is not capable of performing such an operation as she is British. She soon finds herself following Major William Larrabee's every move and spending all her time either with him or thinking of him. Her ""uncle"" realises she's in love with him but Lili is not facing that she is. Things &amp; people are coming between her true fate. But what is it...",She gave away secrets to one side and her heart to the other.,0.816883,1970/1/1,107,Released,8,4.9,0,0
2049,17709,Dudley Do-Right,Dudley Do-Right,,en,"Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?",From the creator of 'George of the Jungle' comes a new kind of hero,8.792054,1999/8/27,77,Released,48,3.8,70000000,0
2051,7548,The Libertine,The Libertine,,en,"The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work.",He didn't resist temptation. He pursued it.,7.588597,2004/9/16,114,Released,128,5.9,0,0
2055,12085,Mad Money,Mad Money,,en,Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,,6.847133,2008/1/17,104,Released,140,5.9,0,0
2059,21494,Moliere,Molière,http://www.moliere-lefilm.com/,fr,"Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues.",,4.61335,2007/1/31,115,Released,45,6.7,0,0
2062,17795,My Fellow Americans,My Fellow Americans,,en,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.","A comedy about life, liberty and the pursuit of two ex-presidents.",2.809378,1996/12/20,101,Released,46,6.3,0,0
2063,1073,Arlington Road,Arlington Road,,en,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,Your Paranoia Is Real.,12.819447,1999/3/19,117,Released,239,7,21500000,0
2067,9473,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",,en,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",UH-OH.,27.197799,1999/6/30,81,Released,893,7.1,21000000,0
2080,49517,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,http://www.tinker-tailor-soldier-spy.com/,en,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects �?all experienced, skilled and successful agents �?but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",How do you find an enemy who is hidden right before your eyes?,33.649652,2011/9/16,127,Released,840,6.6,30000000,0
2081,44857,Molly,Molly,,en,"Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due budget cuts, Molly is left in the charge of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck allows her to undergo an experimental medical treatment, with unexpectedly drastic results.",Innocence is bliss. See the world through her.,2.636193,1999/10/22,102,Released,14,5.5,0,0
2103,8326,Holes,Holes,,en,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",Some secrets are too big to keep hidden.,22.001408,2003/4/18,117,Released,383,6.7,20000000,0
2104,35690,The Last Song,The Last Song,,en,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.","A story about family, first love, second chances and the moment in life that lead you back home.",23.139971,2010/3/31,107,Released,923,6.9,0,0
2110,103370,Madea's Witness Protection,Madea's Witness Protection,http://madeaswitnessprotectionmovie.com/,en,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,"Believe it or not, they know too much.",7.050951,2012/6/29,114,Released,52,5.9,0,0
2127,1649,Bill & Ted's Bogus Journey,Bill & Ted's Bogus Journey,,en,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",Once... they made history. Now... they are history.,11.349664,1991/7/19,98,Released,308,5.9,0,0
2138,1710,Copycat,Copycat,,en,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",14.211699,1995/10/27,124,Released,194,6.4,0,0
2146,19904,The Stepfather,The Stepfather,http://www.welcometothefamily.com/,en,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",Daddy's home.,7.924428,2009/10/16,101,Released,167,5.4,0,0
2149,6933,One Missed Call,One Missed Call,http://onemissedcallmovie.warnerbros.com/,en,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",What will it sound like when you die?,12.458131,2008/1/4,87,Released,171,4.7,20000000,0
2150,17182,Eye for an Eye,Eye for an Eye,,en,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",What do you do when justice fails?,3.996392,1996/1/12,101,Released,63,5.8,20000000,0
2156,14043,Nancy Drew,Nancy Drew,,en,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,Small Town Girl. Big Time Adventure.,5.0348,2007/6/15,99,Released,143,5.8,0,0
2161,9588,Quigley Down Under,Quigley Down Under,,en,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",There's a price on his head. A girl on his mind. And a twinkle in his eye.,11.360997,1990/10/17,119,Released,119,6.5,0,0
2164,10115,Stick It,Stick It,,en,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",The world of competitive gymnastics is about to be turned on its head.,9.750557,2006/4/21,105,Released,148,6.3,0,0
2169,9945,Vampires,Vampires,http://www.theofficialjohncarpenter.com/vampires/,en,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,From the Master of Evil. Comes a New Breed of Terror,17.016284,1998/4/15,108,Released,255,5.8,20000000,0
2173,13159,Georgia Rule,Georgia Rule,,en,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.","In this family, attitude doesn't skip a generation.",7.878177,2007/5/11,113,Released,130,5.6,20000000,0
2182,13682,Pooh's Heffalump Movie,Pooh's Heffalump Movie,,en,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",There's something new in the Hundred Acre Wood.,9.03154,2005/2/11,68,Released,88,6.4,0,0
2185,18357,The Country Bears,The Country Bears,http://movies.disney.com/the-country-bears,en,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",It's A Bear Getting The Family Together!,6.908351,2002/7/26,88,Released,20,4.3,35000000,0
2190,10642,Loser,Loser,,en,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",Dare to be different.,5.214408,2000/7/21,98,Released,120,5,0,0
