,id,title,production_companies
11501,12484,The Forsaken,Sony Pictures Entertainment
11502,12484,The Forsaken,Egmont Film
11503,12484,The Forsaken,Columbia TriStar Home Entertainment
11504,17339,Force 10 from Navarone,Columbia Pictures Corporation
11505,11959,UHF,Orion Pictures
11506,11959,UHF,Cinecorp
11507,9900,Grandma's Boy,Twentieth Century Fox Film Corporation
11508,9900,Grandma's Boy,Happy Madison Productions
11509,14662,Slums of Beverly Hills,Fox Searchlight Pictures
11510,335,Once Upon a Time in the West,Paramount Pictures
11511,335,Once Upon a Time in the West,Rafran Cinematografica
11512,335,Once Upon a Time in the West,Finanzia San Marco
11513,15745,Made,Artisan Entertainment
11514,17431,Moon,Liberty Films UK
11515,17431,Moon,Lunar Industries
11516,17431,Moon,Xingu Films
11517,17431,Moon,Limelight Fund
11518,78394,Sea Rex 3D: Journey to a Prehistoric World,N3D Land Productions
11519,78394,Sea Rex 3D: Journey to a Prehistoric World,Mantello Brothers Productions
11520,10217,The Sweet Hereafter,Fine Line Features
11521,10217,The Sweet Hereafter,Alliance Communications
11522,46332,Of Gods and Men,Why Not Productions
11523,46332,Of Gods and Men,Armada Films
11524,46332,Of Gods and Men,France Télévision
11525,46332,Of Gods and Men,Cinémage 4
11526,46332,Of Gods and Men,Cofinova 6
11527,46332,Of Gods and Men,Soficinéma 6
11528,13996,Bottle Shock,Zininsa Film Production
11529,13996,Bottle Shock,Intellectual Properties Worldwide
11530,1024,Heavenly Creatures,WingNut Films
11531,1024,Heavenly Creatures,Miramax Films
11532,1024,Heavenly Creatures,New Zealand Film Commission
11533,1024,Heavenly Creatures,Fontana Productions
11534,343795,90 Minutes in Heaven,Emmett/Furla Films
11535,343795,90 Minutes in Heaven,Giving Films
11536,45658,Everything Must Go,Birdsong Pictures
11537,45658,Everything Must Go,IM Global
11538,16148,Zero Effect,Castle Rock Entertainment
11539,16148,Zero Effect,Columbia Pictures Corporation
11540,16148,Zero Effect,Manifest Film Company
11541,4553,The Machinist,Filmax Entertainment
11542,4553,The Machinist,Castelao Producciones
11543,4553,The Machinist,Canal+ España
11544,4553,The Machinist,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
11545,4553,The Machinist,ICF
11546,36351,Light Sleeper,Fine Line Features
11547,36351,Light Sleeper,Live Entertainment
11548,36351,Light Sleeper,Seven Arts
11549,36351,Light Sleeper,Carolco Pictures
11550,245916,Kill the Messenger,The Combine
11551,245916,Kill the Messenger,Bluegrass Films
11552,27585,Rabbit Hole,Olympus Pictures
11553,1415,Party Monster,ContentFilm
11554,313922,Green Room,Film Science
11555,313922,Green Room,Broad Green Pictures
11556,14474,The Oh in Ohio,Cold Iron Pictures
11557,14474,The Oh in Ohio,Ambush Entertainment
11558,14474,The Oh in Ohio,"AV Club, The"
11559,199933,Atlas Shrugged Part III: Who is John Galt?,Atlas 3 Productions
11560,13685,Bottle Rocket,Gracie Films
11561,13685,Bottle Rocket,Columbia Pictures Corporation
11562,8744,Albino Alligator,Miramax Films
11563,8744,Albino Alligator,Albino Alligator Productions
11564,8847,Standard Operating Procedure,Sony Pictures Classics
11565,39269,Out of the Blue,Robson Street
11566,46838,Tucker and Dale vs Evil,Eden Rock Media
11567,56930,Tycoon,RKO Radio Pictures
11568,41730,Desert Blue,Ignite Entertainment
11569,41730,Desert Blue,HSX Films
11570,298312,The Visit,Blumhouse Productions
11571,298312,The Visit,Blinding Edge Pictures
11572,11600,Redacted,HDNet Films
11573,11600,Redacted,The Film Farm
11574,71547,Fascination,Quality Films Entertainment
11575,57876,Area 51,Insurge Pictures
11576,77495,Sleep Tight,Filmax Entertainment
11577,77495,Sleep Tight,Castelao Producciones
11578,77495,Sleep Tight,Cubica
11579,13849,The Cottage,Isle of Man Film
11580,13849,The Cottage,UK Film Council
11581,13849,The Cottage,Screen Yorkshire
11582,13849,The Cottage,Steel Mill Pictures
11583,14849,Dead Like Me: Life After Death,Metro-Goldwyn-Mayer (MGM)
11584,12486,Farce of the Penguins,FOTP Productions
11585,244403,Rudderless,Unified Pictures
11586,244403,Rudderless,Amberdale Productions
11587,244403,Rudderless,Tee Rob Pictures
11588,292481,Henry & Me,Henry & Me Productions
11589,340816,Christmas Eve,Unstuck
11590,78814,We Have Your Husband,Johnson Production Group
11591,78814,We Have Your Husband,Silver Screen Pictures
11592,297596,Dying of the Light,TinRes Entertainment
11593,297596,Dying of the Light,Over Under Media
11594,299552,Born Of War,Jewson Film
11595,299552,Born Of War,Born of War
11596,11935,Capricorn One,Associated General Films
11597,11935,Capricorn One,Incorporated Television Company (ITC)
11598,113406,Should've Been Romeo,Phillybrook Films
11599,447027,Running Forever,New Kingdom Pictures
11600,290825,Yoga Hosers,Invincible Pictures Corp.
11601,290825,Yoga Hosers,Abbolita Productions
11602,290825,Yoga Hosers,Destro Films
11603,361159,Navy Seals vs. Zombies,Hollywood Media Bridge
11604,361159,Navy Seals vs. Zombies,Throne Productions
11605,31175,Soul Kitchen,Corazón International
11606,31175,Soul Kitchen,Biograf Jan Svěrák
11607,12498,Sling Blade,Miramax Films
11608,77949,The Awakening,BBC Films
11609,77949,The Awakening,Studio Canal
11610,77949,The Awakening,Creative Scotland
11611,77949,The Awakening,Origin Pictures
11612,77949,The Awakening,Lipsync Productions
11613,1690,Hostel,International Production Company
11614,1690,Hostel,Raw Nerve
11615,1690,Hostel,Lionsgate
11616,1690,Hostel,Next Entertainment
11617,1690,Hostel,Screen Gems
11618,1690,Hostel,Hostel LLC
11619,8435,A Cock and Bull Story,Revolution Films
11620,8435,A Cock and Bull Story,BBC Films
11621,8435,A Cock and Bull Story,Baby Cow Productions
11622,8435,A Cock and Bull Story,EM Media
11623,8435,A Cock and Bull Story,Scion Films
11624,8435,A Cock and Bull Story,East Midlands Media Initiative
11625,64720,Take Shelter,Hydraulx
11626,64720,Take Shelter,REI Capital
11627,64720,Take Shelter,Grove Hill Productions
11628,64720,Take Shelter,Strange Matter Films
11629,49365,Lady in White,New Sky Communications Inc.
11630,300706,Let's Kill Ward's Wife,Lost Rhino Films
11631,16337,The Texas Chainsaw Massacre 2,Cannon Films
11632,11577,Pat Garrett & Billy the Kid,Metro-Goldwyn-Mayer (MGM)
11633,77987,Only God Forgives,Gaumont
11634,77987,Only God Forgives,Wild Bunch
11635,77987,Only God Forgives,Bold Films
11636,77987,Only God Forgives,Film i Väst
11637,77987,Only God Forgives,A Grand Elephant
11638,8981,Dear Frankie,Scottish Screen
11639,8981,Dear Frankie,Pathé Pictures International
11640,8981,Dear Frankie,UK Film Council
11641,8981,Dear Frankie,Inside Track Productions
11642,8981,Dear Frankie,Sigma Films
11643,8981,Dear Frankie,Scorpio Films
11644,10914,All Hat,New Real Films
11645,50848,The Names of Love,Canal+
11646,50848,The Names of Love,TPS Star
11647,50848,The Names of Love,Delante Films
11648,50848,The Names of Love,TF1 Droits Audiovisuels
11649,166624,Treading Water,Rhombus Media
11650,166624,Treading Water,Mecanismo Films
11651,166624,Treading Water,Redrum
11652,10822,Savage Grace,Celluloid Dreams
11653,10822,Savage Grace,Killer Films
11654,10822,Savage Grace,John Wells Productions
11655,10822,Savage Grace,Montfort Producciones
11656,9336,Police Academy,Warner Bros.
11657,9336,Police Academy,The Ladd Company
11658,5689,The Blue Lagoon,Columbia Pictures Corporation
11659,712,Four Weddings and a Funeral,Channel Four Films
11660,712,Four Weddings and a Funeral,PolyGram Filmed Entertainment
11661,712,Four Weddings and a Funeral,Working Title Films
11662,13342,Fast Times at Ridgemont High,Universal Pictures
11663,13342,Fast Times at Ridgemont High,Refugee Films
11664,10339,Moby Dick,Warner Bros.
11665,10339,Moby Dick,Moulin Productions Inc.
11666,1429,25th Hour,40 Acres & A Mule Filmworks
11667,1429,25th Hour,Touchstone Pictures
11668,9303,Bound,Dino De Laurentiis Company
11669,9303,Bound,Spelling Films
11670,641,Requiem for a Dream,Artisan Entertainment
11671,27686,State Fair,Twentieth Century Fox Film Corporation
11672,65749,Tango,Adela Pictures
11673,6106,Salvador,Hemdale Film
11674,252680,Moms' Night Out,TriStar Pictures
11675,252680,Moms' Night Out,Provident Films
11676,252680,Moms' Night Out,Pure Flix Entertainment
11677,252680,Moms' Night Out,Affirm Films
11678,252680,Moms' Night Out,FourBoys Entertainment
11679,141,Donnie Darko,Pandora Cinema
11680,141,Donnie Darko,Flower Films
11681,141,Donnie Darko,Adam Fields Productions
11682,17139,Character,First Floor Features
11683,17139,Character,Almerica Films
11684,12079,Spun,Muse Productions
11685,12079,Spun,Brink Films
11686,12079,Spun,Silver Nitrate
11687,39800,Life During Wartime,Werc Werk Works
11688,4550,Sympathy for Lady Vengeance,CJ Capital Investment
11689,4550,Sympathy for Lady Vengeance,Korea Capital Investment
11690,4550,Sympathy for Lady Vengeance,Moho Films
11691,4550,Sympathy for Lady Vengeance,TSJ Entertainment
11692,4550,Sympathy for Lady Vengeance,Samsung Venture Capital
11693,4550,Sympathy for Lady Vengeance,Ilshin Capital Investments
11694,4550,Sympathy for Lady Vengeance,Centurion Investment
11695,62116,Mozart's Sister,Les Films Alyne
11696,9991,Mean Machine,SKA Films
11697,13807,Exiled,Media Asia Films
11698,13807,Exiled,Milky Way Image Company
11699,68818,Blackthorn,Quickfire Films
11700,68818,Blackthorn,Televisión Española (TVE)
11701,68818,Blackthorn,Arcadia Motion Pictures
11702,68818,Blackthorn,Noodles Production
11703,68818,Blackthorn,Canal+ España
11704,68818,Blackthorn,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
11705,68818,Blackthorn,Instituto de Crédito Oficial (ICO)
11706,68818,Blackthorn,ONO
11707,68818,Blackthorn,Ariane Mararía Films
11708,68818,Blackthorn,Nix Films
11709,68818,Blackthorn,Eter Pictures
11710,68818,Blackthorn,Manto Films
11711,68818,Blackthorn,Pegaso Producciones
11712,68818,Blackthorn,Ibermedia European Community Program
11713,68818,Blackthorn,Audiovisual Aval SGR
11714,12093,Lilya 4-ever,Det Danske Filminstitut
11715,12093,Lilya 4-ever,Memfis Film
11716,12093,Lilya 4-ever,Film i Väst
11717,36419,After.Life,Plum Pictures
11718,36419,After.Life,Harbor Light Entertainment
11719,36419,After.Life,Lleju Productions
11720,510,One Flew Over the Cuckoo's Nest,United Artists
11721,510,One Flew Over the Cuckoo's Nest,Fantasy Films
11722,510,One Flew Over the Cuckoo's Nest,Warner Bros.
11723,362105,R.L. Stine's Monsterville: The Cabinet of Souls,EveryWhere Studios
11724,10970,Silent Movie,Crossbow Productions
11725,375290,Airlift,T-Series
11726,375290,Airlift,Hari Om Entertainment Co.
11727,375290,Airlift,Cape Of Good Films
11728,17663,Anne of Green Gables,Sullivan Entertainment
11729,270938,Falcon Rising,Strohberry Films
11730,116613,The Sweeney,Vertigo Films
11731,116613,The Sweeney,Exponential Films
11732,116613,The Sweeney,Embargo Films
11733,11826,Sexy Beast,Fox Searchlight Pictures
11734,11826,Sexy Beast,Kanzaman
11735,11826,Sexy Beast,Filmfour
11736,11826,Sexy Beast,Recorded Picture Company (RPC)
11737,29920,Easy Money,Tre Vänner Produktion AB
11738,29920,Easy Money,Swedish Film Institute
11739,29920,Easy Money,Film i Väst
11740,1088,Whale Rider,South Pacific Pictures
11741,26379,Paa,A B Corp
11742,34069,Cargo,Telepool
11743,34069,Cargo,Atlantis Pictures
11744,34069,Cargo,Schweizerische Radio- und Fernsehgesellschaft (SRG)
11745,34069,Cargo,Ascot Elite Entertainment Group
11746,34069,Cargo,Egli Film
11747,34069,Cargo,Teleclub AG
11748,34069,Cargo,Centauri Media
11749,10947,High School Musical,Disney Channel
11750,47452,Love and Death on Long Island,Arts Council of England
11751,47452,Love and Death on Long Island,British Broadcasting Corporation (BBC)
11752,47452,Love and Death on Long Island,British Screen Productions
11753,3040,Night Watch,Bazelevs Production
11754,3040,Night Watch,Channel One Russia
11755,3040,Night Watch,TABBAK
11756,3040,Night Watch,The First Channel
11757,11386,The Crying Game,Miramax Films
11758,11386,The Crying Game,Channel Four Films
11759,11386,The Crying Game,Palace Pictures
11760,11386,The Crying Game,Nippon Film Development and Finance Inc.
11761,11386,The Crying Game,Eurotrustees
11762,11386,The Crying Game,British Screen Productions
11763,10246,Porky's,Melvin Simon Productions
11764,10246,Porky's,Astral Bellevue Pathé
11765,29426,Survival of the Dead,Devonshire Productions
11766,29426,Survival of the Dead,Artfire Films
11767,29426,Survival of the Dead,New Romero
11768,29426,Survival of the Dead,Sudden Storm Productions
11769,29426,Survival of the Dead,Blank of the Dead Productions
11770,10331,Night of the Living Dead,Laurel Group
11771,10331,Night of the Living Dead,Off Color Films
11772,10331,Night of the Living Dead,Image Ten
11773,10331,Night of the Living Dead,Market Square Productions
11774,153,Lost in Translation,American Zoetrope
11775,703,Annie Hall,United Artists
11776,27191,The Greatest Show on Earth,Paramount Pictures
11777,1365,Monster's Ball,Lions Gate Films
11778,1365,Monster's Ball,Lee Daniels Entertainment
11779,287424,Maggie,Lionsgate
11780,287424,Maggie,Grindstone Entertainment Group
11781,287424,Maggie,Silver Reel
11782,287424,Maggie,Sly Predator
11783,287424,Maggie,Matt Baer Films
11784,287424,Maggie,Gold Star Films
11785,287424,Maggie,Lotus Entertainment (I)
11786,451,Leaving Las Vegas,United Artists
11787,451,Leaving Las Vegas,Intial Productions
11788,165864,Hansel and Gretel Get Baked,Tribeca Productions
11789,987,The Front Page,Universal Studios
11790,241251,The Boy Next Door,Universal Pictures
11791,241251,The Boy Next Door,Nuyorican Productions
11792,241251,The Boy Next Door,Blumhouse Productions
11793,241251,The Boy Next Door,Smart Entertainment
11794,40494,Trapeze,Joanna Productions
11795,39781,The Kids Are All Right,Mandalay Vision
11796,39781,The Kids Are All Right,10th Hole Productions
11797,39781,The Kids Are All Right,Focus Features
11798,39781,The Kids Are All Right,Gilbert Films
11799,39781,The Kids Are All Right,Saint Aire Production
11800,39781,The Kids Are All Right,Artist International
11801,39781,The Kids Are All Right,Antidote Films (I)
11802,39781,The Kids Are All Right,Artist International Management
11803,8337,They Live,Universal Pictures
11804,8337,They Live,Alive Films
11805,8337,They Live,Larry Franco Productions
11806,5925,The Great Escape,United Artists
11807,5925,The Great Escape,The Mirisch Corporation
11808,8357,What the #$*! Do We (K)now!?,Lord of the Wind
11809,146203,The Last Exorcism Part II,StudioCanal
11810,146203,The Last Exorcism Part II,CBS Films
11811,85350,Boyhood,IFC Films
11812,85350,Boyhood,Detour Filmproduction
11813,512,Scoop,BBC Films
11814,512,Scoop,Ingenious Film Partners
11815,512,Scoop,Ingenious Media
11816,512,Scoop,Perdido Prod.
11817,13408,The Wash,Lionsgate
11818,10744,The Cooler,ContentFilm
11819,10744,The Cooler,Pierce/Williams Entertainment
11820,11536,The Misfits,United Artists
11821,11536,The Misfits,Seven Arts Productions
11822,9782,The Night Listener,Miramax Films
11823,9782,The Night Listener,IFC Films
11824,9782,The Night Listener,Fortissimo Films
11825,18713,The Jerky Boys,Caravan Pictures
11826,18713,The Jerky Boys,Touchstone Pictures
11827,6537,The Orphanage,Wild Bunch
11828,6537,The Orphanage,Telecinco
11829,6537,The Orphanage,Telecinco Cinema
11830,6537,The Orphanage,Televisió de Catalunya TV3
11831,6537,The Orphanage,Esta Vivo! Laboratorio de Nuevos Talentos
11832,6537,The Orphanage,Grupo Rodar
11833,6537,The Orphanage,Rodar y Rodar Cine y Televisión
11834,6537,The Orphanage,Warner Bros. Pictures de España
11835,184345,A Haunted House 2,Automatik Entertainment
11836,184345,A Haunted House 2,Open Road Films
11837,1809,The Rules of Attraction,Kingsgate Films
11838,2370,Topaz,Universal Pictures
11839,9809,Let's Go to Prison,Universal Pictures
11840,5,Four Rooms,Miramax Films
11841,5,Four Rooms,A Band Apart
11842,11013,Secretary,Slough Pond
11843,11013,Secretary,double A Films
11844,10132,Talk Radio,Cineplex-Odeon Films
11845,10132,Talk Radio,Ten-Four Productions
11846,16448,Waiting for Guffman,Sony Pictures Classics
11847,16448,Waiting for Guffman,Castle Rock Entertainment
11848,16448,Waiting for Guffman,Pale Morning Dun
11849,16448,Waiting for Guffman,All Night Productions
11850,8141,You Kill Me,Echo Lake Productions
11851,8141,You Kill Me,Bi-polar Pictures
11852,8141,You Kill Me,Code Entertainment
11853,8141,You Kill Me,Independent Film Group
11854,8141,You Kill Me,Carol Baum Productions
11855,8141,You Kill Me,Dillinger Productions
11856,8141,You Kill Me,Green Tulip Productions
11857,1546,Thumbsucker,Sony Pictures Classics
11858,1546,Thumbsucker,Bob Yari Productions
11859,48572,Red State,The Harvey Boys
11860,48572,Red State,NVSH Productions
11861,48572,Red State,Phase 4 Films
11862,14517,Mirrormask,Destination Films
11863,14517,Mirrormask,"Jim Henson Company, The"
11864,89708,Samsara,Magidson Films
11865,27551,The Barbarians,Cannon Films
11866,64678,The Art of Getting By,Goldcrest Films International
11867,64678,The Art of Getting By,Atlantic Pictures
11868,64678,The Art of Getting By,Gigi Productions
11869,309503,Zipper,Protozoa Pictures
11870,309503,Zipper,Cargo Entertainment
11871,309503,Zipper,33 Pictures
11872,14293,Poolhall Junkies,Gold Circle Films
11873,15059,The Loss of Sexual Innocence,Summit Entertainment
11874,15059,The Loss of Sexual Innocence,Newmarket Capital Group
11875,15059,The Loss of Sexual Innocence,Red Mullet Productions
11876,103328,Holy Motors,Pandora Filmproduktion
11877,103328,Holy Motors,Canal+
11878,157847,Joe,Worldview Entertainment
11879,157847,Joe,Muskat Filmed Properties
11880,157847,Joe,Dreambridge Films
11881,157847,Joe,Rough House Pictures
11882,25719,Shooting Fish,Arts Council of England
11883,25719,Shooting Fish,National Lottery
11884,25719,Shooting Fish,Gruber Bros.
11885,25719,Shooting Fish,Tomboy Films
11886,25719,Shooting Fish,Winchester Multimedia PLC
11887,48309,Prison,Empire Pictures
11888,27723,Psycho Beach Party,New Oz Productions
11889,27723,Psycho Beach Party,Red Horse Films
11890,242575,"Guten Tag, Ramón",Eficine 226
11891,242575,"Guten Tag, Ramón",Beanca Films
11892,242575,"Guten Tag, Ramón",Fondo de Inversión y Estímulos al Cine (FIDECINE)
11893,242575,"Guten Tag, Ramón",MPN Cologne Film 3
11894,44945,Trust,Nu Image Films
11895,44945,Trust,Millennium Films
11896,44945,Trust,Dark Harbor Stories
11897,29122,An Everlasting Piece,Columbia Pictures
11898,29122,An Everlasting Piece,DreamWorks SKG
11899,29122,An Everlasting Piece,Baltimore Spring Creek Productions
11900,29122,An Everlasting Piece,Bayahibe Films Ltd.
11901,125123,Among Giants,Arts Council of England
11902,125123,Among Giants,British Broadcasting Corporation (BBC)
11903,125123,Among Giants,British Screen Productions
11904,111190,Adore,Gaumont
11905,111190,Adore,Ciné@
11906,111190,Adore,Canal+
11907,111190,Adore,Screen Australia
11908,111190,Adore,Screen NSW
11909,111190,Adore,France Télévisions
11910,111190,Adore,France 2 Cinéma
11911,111190,Adore,Hopscotch Features
11912,111190,Adore,Mon Voisin Productions
11913,133575,The Velocity of Gary,Ventanarosa Productions
11914,133575,The Velocity of Gary,Cineville
11915,133575,The Velocity of Gary,Columbia TriStar Home Video
11916,133575,The Velocity of Gary,Dan Lupovitz Productions
11917,54580,Mondays in the Sun,Vía Digital
11918,54580,Mondays in the Sun,Eurimages
11919,54580,Mondays in the Sun,Continental Producciones
11920,54580,Mondays in the Sun,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
11921,54580,Mondays in the Sun,Televisión de Galicia (TVG) S.A.
11922,54580,Mondays in the Sun,Antena 3 Televisión
11923,54580,Mondays in the Sun,Sogepaq
11924,54580,Mondays in the Sun,Elías Querejeta Producciones Cinematográficas S.L.
11925,54580,Mondays in the Sun,Mediapro
11926,54580,Mondays in the Sun,Quo Vadis Cinéma
11927,54580,Mondays in the Sun,Eyescreen S.r.l.
11928,52015,Stake Land,Glass Eye Pix
11929,52015,Stake Land,Belladonna Productions
11930,52015,Stake Land,Off Hollywood Pictures
11931,34941,The Last Time I Committed Suicide,Tapestry Films
11932,34941,The Last Time I Committed Suicide,The Kushner-Locke Company
11933,34941,The Last Time I Committed Suicide,Bates Entertainment
11934,227975,Futuro Beach,Coração da Selva
11935,227975,Futuro Beach,Hank Levine Film
11936,227975,Futuro Beach,Detailfilm
11937,227975,Futuro Beach,Watchmen Productions
11938,60422,Another Happy Day,Filmula
11939,81390,A Lonely Place to Die,Carnaby International
11940,81390,A Lonely Place to Die,Molinare Studios
11941,81390,A Lonely Place to Die,Eigerwand Pictures
11942,225235,The Geographer Drank His Globe Away,Marmot-film
11943,14902,1776,Columbia Pictures Corporation
11944,121676,Inescapable,IFC Films
11945,121676,Inescapable,Myriad Pictures
11946,121676,Inescapable,Alliance Films
11947,22301,Hell's Angels,The Caddo Company
11948,257087,The Veil,Blumhouse Productions
11949,46420,The Loved Ones,Omnilab Media
11950,46420,The Loved Ones,Ambience Entertainment
11951,46420,The Loved Ones,Screen Australia
11952,46420,The Loved Ones,Film Victoria
11953,114635,The Helpers,Brian Barrett Pictures
11954,158150,How to Fall in Love,Annuit Coeptis Entertainment Inc.
11955,158150,How to Fall in Love,Annuit Coeptis Entertainment II
11956,251979,The Perfect Wave,"Divine Inspiration, The Fabulous Boomtown Boys"
11957,874,A Man for All Seasons,Columbia Pictures Corporation
11958,874,A Man for All Seasons,Highland Films
11959,10774,Network,United Artists
11960,10774,Network,Metro-Goldwyn-Mayer (MGM)
11961,770,Gone with the Wind,Selznick International Pictures
11962,770,Gone with the Wind,Metro-Goldwyn-Mayer (MGM)
11963,266102,Desert Dancer,Head Gear Films
11964,266102,Desert Dancer,Lipsync Productions
11965,266102,Desert Dancer,May 13 Films
11966,266102,Desert Dancer,CrossDay Productions Ltd.
11967,266102,Desert Dancer,Morocco Film Assistance
11968,29715,Major Dundee,Columbia Pictures Corporation
11969,29715,Major Dundee,Jerry Bresler Productions
11970,25209,Annie Get Your Gun,Metro-Goldwyn-Mayer (MGM)
11971,37495,Four Lions,Film4
11972,37495,Four Lions,Drafthouse Films
11973,37495,Four Lions,Warp Films
11974,37495,Four Lions,Wild Bunch Distribution
11975,34769,Defendor,Alliance Films
11976,34769,Defendor,Darius Films
11977,34769,Defendor,Insight Film Releasing
11978,35032,The Pirate,Metro-Goldwyn-Mayer (MGM)
11979,5178,The Good Heart,Nimbus Film Productions
11980,8618,The History Boys,DNA Films
11981,8618,The History Boys,BBC Films
11982,8618,The History Boys,UK Film Council
11983,3116,Midnight Cowboy,United Artists
11984,3116,Midnight Cowboy,Florin Productions
11985,3116,Midnight Cowboy,Jerome Hellman Productions
11986,9427,The Full Monty,Channel Four Films
11987,9427,The Full Monty,Twentieth Century Fox Film Corporation
11988,9427,The Full Monty,Redwave Films
11989,813,Airplane!,Paramount Pictures
11990,352978,Chain of Command,Hollywood Media Bridge
11991,352978,Chain of Command,LionsGate
11992,352978,Chain of Command,Clear Lake Entertainment
11993,352978,Chain of Command,Dog and Pony Media
11994,10634,Friday,New Line Cinema
11995,9516,Menace II Society,New Line Cinema
11996,16288,Creepshow 2,New World Pictures
11997,16288,Creepshow 2,Laurel Entertainment Inc.
11998,23330,The Ballad of Cable Hogue,Warner Bros.
11999,18900,In Cold Blood,Columbia Pictures Corporation
12000,18900,In Cold Blood,Pax Enterprises
12001,27029,The Nun's Story,Warner Bros.
12002,26268,Harper,Warner Bros.
12003,573,Frenzy,Universal Pictures
12004,310131,The Witch,Parts and Labor
12005,310131,The Witch,RT Features
12006,310131,The Witch,Rooks Nest Entertainment
12007,310131,The Witch,Maiden Voyage Pictures
12008,310131,The Witch,Pulse Films
12009,310131,The Witch,Scythia Films
12010,310131,The Witch,Code Red Productions
12011,310131,The Witch,Mott Street Pictures
12012,310131,The Witch,Very Special Projects
12013,40505,I Got the Hook Up,Dimension Films
12014,40505,I Got the Hook Up,No Limit Films
12015,11363,She's the One,Fox Searchlight Pictures
12016,3033,Gods and Monsters,Lions Gate Films
12017,3033,Gods and Monsters,Flashpoint (I)
12018,3033,Gods and Monsters,Showtime Networks
12019,25376,The Secret in Their Eyes,100 Bares
12020,25376,The Secret in Their Eyes,Haddock Films S.R.L.
12021,25376,The Secret in Their Eyes,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
12022,25376,The Secret in Their Eyes,Televisión Española (TVE)
12023,25376,The Secret in Their Eyes,Tornasol Films
12024,25376,The Secret in Their Eyes,Canal+ España
12025,25376,The Secret in Their Eyes,Ministerio de Cultura
12026,25376,The Secret in Their Eyes,Instituto de Crédito Oficial (ICO)
12027,25376,The Secret in Their Eyes,Televisión Federal (Telefe)
12028,22007,Train,Nu Image Films
12029,22007,Train,Millennium Films
12030,765,Evil Dead II,Renaissance Films
12031,765,Evil Dead II,Rosebud Productions
12032,205321,Sharknado,The Asylum
12033,205321,Sharknado,Syfy
12034,205321,Sharknado,Southward Films
12035,46146,Troll Hunter,Filmkameratene A/S
12036,46146,Troll Hunter,Film Fund FUZZ
12037,46146,Troll Hunter,SF Norge A/S
12038,14256,Winter Passing,Yari Film Group
12039,14256,Winter Passing,Stratus Film Co.
12040,540,D.E.B.S.,Destination Films
12041,540,D.E.B.S.,Andrea Sperling Productions
12042,540,D.E.B.S.,Screen Gems
12043,540,D.E.B.S.,Anonymous Content
12044,370464,The Masked Saint,Freestyle Releasing
12045,20055,The Betrayed,Metro-Goldwyn-Mayer (MGM)
12046,224569,Taxman,Counterclock Productions
12047,39303,2:13,Anthem Pictures
12048,39303,2:13,It's An Us Thing Productions Inc.
12049,142061,"Batman: The Dark Knight Returns, Part 2",DC Comics
12050,142061,"Batman: The Dark Knight Returns, Part 2",Warner Bros. Animation
12051,142061,"Batman: The Dark Knight Returns, Part 2",Warner Premiere
12052,142061,"Batman: The Dark Knight Returns, Part 2",DC Entertainment
12053,370662,Time to Choose,Representational Pictures
12054,256740,Wicked Blood,NAZZ Productions
12055,256740,Wicked Blood,Industrial Entertainment
12056,256740,Wicked Blood,Primary PIctures
12057,256740,Wicked Blood,Thunder Smoke Media
12058,256740,Wicked Blood,VMI Worldwide
12059,299145,Stranded,Enderby Entertainment
12060,12535,High Anxiety,Twentieth Century Fox Film Corporation
12061,12535,High Anxiety,Crossbow Productions
12062,1667,March of the Penguins,Wild Bunch
12063,1667,March of the Penguins,Canal+
12064,1667,March of the Penguins,Buena Vista International Film Production France
12065,1667,March of the Penguins,Alliance de Production Cinematographique (APC)
12066,1667,March of the Penguins,L'Institut Polare Français Paul-Émile Victor
12067,1667,March of the Penguins,National Geographic Films
12068,1667,March of the Penguins,Bonne Pioche
12069,50839,Margin Call,Benaroya Pictures
12070,50839,Margin Call,Before the Door Pictures
12071,50839,Margin Call,Washington Square Films
12072,50839,Margin Call,Untitled Entertainment
12073,13973,Choke,Fox Searchlight Pictures
12074,13973,Choke,Contrafilm
12075,13973,Choke,ATO Pictures
12076,13973,Choke,Aramid Entertainment Fund
12077,13973,Choke,Dune Entertainment III
12078,13973,Choke,Choke Film
12079,244786,Whiplash,Bold Films
12080,244786,Whiplash,Blumhouse Productions
12081,244786,Whiplash,Right of Way Films
12082,598,City of God,O2 Filmes
12083,598,City of God,VideoFilmes
12084,598,City of God,Wild Bunch
12085,598,City of God,Globo filmes
12086,598,City of God,Lumiere
12087,598,City of God,Hank Levine Film
12088,598,City of God,Lereby Productions
12089,11129,Human Traffic,Irish Screen
12090,75861,To Write Love on Her Arms,Two Streets Entertainment
12091,75861,To Write Love on Her Arms,Birchwood Pictures
12092,75861,To Write Love on Her Arms,Noble Pictures
12093,75861,To Write Love on Her Arms,Valencia Motion Pictures
12094,13551,The Dead Girl,Lakeshore Entertainment
12095,13551,The Dead Girl,Bruin Grip Services
12096,13551,The Dead Girl,Pitbull Pictures
12097,103663,The Hunt,Zentropa Entertainments
12098,103663,The Hunt,Det Danske Filminstitut
12099,103663,The Hunt,Danmarks Radio (DR)
12100,103663,The Hunt,Eurimages
